City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
345,Requena,ES,50.13,overcast clouds,39.4883,-1.1004,Hotel Avenida
346,Biak,ID,76.08,overcast clouds,-0.9131,122.8766,Penginapan Kim
347,Alice Springs,AU,58.55,clear sky,-23.7,133.8833,Desert Palms Alice Springs
348,Lodja,CD,73.6,light rain,-3.4833,23.4333,
352,Xihe,CN,36.46,overcast clouds,31.6864,113.4659,Xintiandi Business Hotel
353,Nhulunbuy,AU,77.61,moderate rain,-12.2333,136.7667,East Arnhem Real Estate
356,Wad Rawah,SD,68.54,few clouds,15.1603,33.1397,ود الترابي
358,Soto La Marina,MX,51.78,few clouds,23.7667,-98.2167,Hotel Chicago
359,Mwinilunga,ZM,62.46,scattered clouds,-11.7358,24.4293,Kwakuwahi Lodge
360,Toamasina,MG,83.86,overcast clouds,-18.1667,49.3833,Hotel H1
361,Kalabo,ZM,68.43,moderate rain,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
365,Svetlogorsk,BY,33.82,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
366,Gouyave,GD,83.17,few clouds,12.1646,-61.7296,Rumboat Retreat
367,Karratha,AU,84.65,broken clouds,-20.7377,116.8463,ibis Styles Karratha
368,Te Anau,NZ,39.87,few clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
369,Sabha,LY,58.14,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
370,Laguna,US,59.09,broken clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
372,Valleyview,CA,36.07,overcast clouds,55.0667,-117.2859,Paradise Inn & Suites
373,Tevaitoa,PF,80.91,few clouds,-16.7833,-151.5,Hôtel Raiatea Lodge
374,Tuatapere,NZ,50.83,scattered clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
379,Nizwa,OM,71.37,clear sky,22.9333,57.5333,Orient Apartments
380,Hambantota,LK,75.69,clear sky,6.1241,81.1185,Bungalow 63
386,Itarema,BR,84.47,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
387,Podgorica,ME,42.58,overcast clouds,42.4411,19.2636,Hotel Podgorica
388,Banda Aceh,ID,79.11,broken clouds,5.5577,95.3222,Sulthan Hotel International
389,Chicontepec,MX,42.6,overcast clouds,20.9667,-98.1667,HOTEL LA GLORIETA
390,Margate,GB,49.69,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
392,Jalu,LY,58.24,clear sky,29.0331,21.5482,صاحبة الفخامة
394,Mandi Bahauddin,PK,55.29,overcast clouds,32.5834,73.4843,MBDIN SCHOOL & HOSTEL
395,San Francisco,US,58.68,overcast clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
396,Mackay,AU,73.69,broken clouds,-21.15,149.2,International Lodge Motel
397,Mobile,US,46.74,clear sky,30.7835,-88.2,Days Inn by Wyndham North Mobile
398,Puerto Escondido,MX,83.23,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
399,Vila Velha,BR,84.15,scattered clouds,-20.3297,-40.2925,Quality Suites Vila Velha
400,Belmonte,BR,82.83,light rain,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
403,Constitucion,CL,71.76,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
404,Pitimbu,BR,83.35,few clouds,-7.4706,-34.8086,Reserva do Abiaí
405,Coxim,BR,86.32,overcast clouds,-18.5067,-54.76,Hotel Avenida
406,Woodward,US,45.63,clear sky,36.4337,-99.3904,"Holiday Inn Express & Suites Woodward Hwy 270, an IHG Hotel"
407,Waverley,ZA,70.3,overcast clouds,-25.7023,28.2591,Aves Indigo Guesthouse
408,Cabatuan,PH,74.03,broken clouds,10.8794,122.486,MVC Transient Room
409,Norsup,VU,80.69,overcast clouds,-16.0667,167.3833,Nabelchel Bungalows
410,Anloga,GH,82.26,clear sky,5.7947,0.8973,Pin Drop Hotel
411,Tiarei,PF,82.42,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
413,Sancraiu,RO,32.9,overcast clouds,46.8333,22.9833,Tip-Top Panzio
414,Ures,MX,66.07,clear sky,29.4333,-110.4,Hacienda Quinta Napoles
415,Forio,IT,55.69,overcast clouds,40.7342,13.8646,Hotel Terme Providence
416,Avera,US,50.92,few clouds,33.194,-82.5271,
417,Gorgan,IR,44.56,mist,36.8387,54.4348,Khayyam Motel
418,Concepcion Del Oro,MX,49.51,few clouds,24.6333,-101.4167,Hotel Hacienda San Javier
419,Sungai Besar,MY,75.65,overcast clouds,3.6746,100.9867,NIDA Rooms Sabak Bernam Comfort
420,Tagusao,PH,77.47,overcast clouds,9.1924,117.8141,Green Villa beach resort
421,Kavieng,PG,81.21,broken clouds,-2.5744,150.7967,Nusa Island Retreat
422,Guilin,CN,43.74,light rain,25.2819,110.2864,Grand 0773 Hotel
424,Mozarlandia,BR,87.76,light rain,-14.7447,-50.5706,Hotel Santa Mônica
425,Homer,US,37.29,clear sky,59.6425,-151.5483,Beluga Lake Lodge
426,Sur,OM,73.22,clear sky,22.5667,59.5289,Sur Plaza Hotel
428,Khaniotis,GR,47.43,scattered clouds,39.9991,23.58,Haris Hotel
430,Marawi,PH,67.64,broken clouds,7.9986,124.2928,Derogongan Residence
431,Prince Rupert,CA,42.89,broken clouds,54.3161,-130.3201,Crest Hotel
434,Ilheus,BR,76.12,light rain,-14.7889,-39.0494,Barravento Hotel
437,Northam,GB,51.42,overcast clouds,51.0333,-4.2167,Durrant House Hotel
438,Asau,RO,37.96,broken clouds,46.4333,26.4,Casa Mika Ciobanus
442,Piacabucu,BR,84.34,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
443,Kaeo,NZ,72.32,overcast clouds,-35.1,173.7833,Bushido Lodge
444,Cedar City,US,35.4,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
446,Ambon,ID,77.14,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
447,Toowoomba,AU,59.25,clear sky,-27.55,151.9667,Toowoomba Central Plaza Apartment Hotel
448,Caravelas,BR,78.67,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
449,Dingle,PH,75.06,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
451,Midland,US,45.48,clear sky,31.9974,-102.0779,DoubleTree by Hilton Hotel Midland Plaza
453,Providencia,MX,70.48,clear sky,28.7167,-111.5833,
454,Shahrud,IR,36.27,overcast clouds,36.4182,54.9763,Royal Hotel
455,Kidal,ML,70.39,clear sky,18.4411,1.4078,
456,Shimoda,JP,33.91,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
457,Port Moresby,PG,75.97,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
458,Sandwick,GB,39.02,scattered clouds,60.0,-1.25,Beach House Self-Catering Accomodation
459,Mogadishu,SO,77.63,scattered clouds,2.0371,45.3438,Hotel Juba
461,Callaway,US,50.0,overcast clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
463,Llandrindod Wells,GB,48.61,moderate rain,52.2416,-3.3787,Metropole Hotel and Spa
465,Kailua,US,69.78,clear sky,21.4022,-157.7394,Sheffield House Bed & Breakfast
466,San Jeronimo,PE,60.15,broken clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
467,Ocho Rios,JM,86.76,scattered clouds,18.4025,-77.1048,Rooms Ocho Rios Hotel
468,Santa Rosa,PH,78.85,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
469,Capitao Poco,BR,81.18,overcast clouds,-1.7464,-47.0594,Hotel New Tokyo
470,Primorsk,UA,30.51,broken clouds,46.7348,36.3443,Relax
473,Chimbote,PE,76.8,few clouds,-9.0853,-78.5783,Hotel Viera Chimbote
475,Tuburan,PH,81.5,overcast clouds,6.6439,122.2736,GT Site
477,Sao Raimundo Nonato,BR,89.56,broken clouds,-9.0153,-42.6994,Real Hotel
480,Sao Joao Da Barra,BR,86.09,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
481,Houma,US,44.6,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
482,Senanga,ZM,69.71,broken clouds,-16.1167,23.2667,Zango lodge
483,Kanepi,EE,32.92,overcast clouds,57.982,26.7627,Hobbola puhkemaja
484,Tocopilla,CL,73.51,few clouds,-22.092,-70.1979,Hotel Galvarino
485,Ballina,AU,62.78,broken clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
488,San Pedro,PH,78.1,overcast clouds,14.35,121.0167,Villa Veronica Resort Private Pool
489,Asosa,ET,66.76,overcast clouds,10.0667,34.5333,Blendana Hotel Assosa
491,Santa Cruz Del Sur,CU,85.86,light rain,20.7147,-77.9956,
492,Chokwe,MZ,76.26,broken clouds,-24.5333,32.9833,Complexo Sonho Real
493,Totolapan,MX,59.94,overcast clouds,18.5167,-96.1833,Tepaxtli
495,Bisira,PA,70.18,overcast clouds,8.5196,-81.7115,
496,Thongwa,MM,75.36,scattered clouds,16.7619,96.5278,Mhaw Wun Marlar Park
497,Porto Walter,BR,89.89,broken clouds,-8.2686,-72.7439,Secretaria de saúde
498,Taoudenni,ML,75.67,broken clouds,22.6783,-3.9836,
499,Praia Da Vitoria,PT,61.75,broken clouds,38.7333,-27.0667,Hotel Branco I
500,Manono,CD,69.67,overcast clouds,-7.3,27.4167,Hotel hewa bora
503,Birao,CF,76.12,overcast clouds,10.2849,22.7882,
504,Badin,PK,68.04,clear sky,24.656,68.8384,Muhammad Bin Qasim Boys Hostel Badin campus
505,Grand Gaube,MU,80.38,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
507,Canutama,BR,79.84,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
508,Carmen,MX,72.59,overcast clouds,18.6333,-91.8333,Hotel Lossandes
510,Pemangkat,ID,78.28,overcast clouds,1.1667,108.9667,Ramah Kost KITA
511,San Juan,AR,70.23,overcast clouds,-31.5375,-68.5364,Hotel Provincial
512,Bengkulu,ID,74.55,heavy intensity rain,-3.8004,102.2655,Grage Hotel Bengkulu
513,Vestmannaeyjar,IS,38.39,clear sky,63.4427,-20.2734,Glamping & Camping
517,Biltine,TD,71.67,broken clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
518,Solwezi,ZM,62.33,light rain,-12.1688,26.3894,Country Lodge Solwezi
519,Nanzhang,CN,37.08,broken clouds,31.7765,111.8386,Longmenkezhan
524,Araxa,BR,78.8,light rain,-19.5933,-46.9406,Plaza Inn Flat Araxá
525,Tual,ID,82.74,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
526,Chicama,PE,80.47,broken clouds,-7.8447,-79.1469,Balihai Bungalows
530,Nouadhibou,MR,66.38,clear sky,20.931,-17.0347,El Medina
531,Catia La Mar,VE,88.5,clear sky,10.6038,-67.0303,HOTEL PLAYA GRANDE CARIBE
532,Leova,MD,39.36,overcast clouds,46.4786,28.2553,Relax
533,Riyadh,SA,58.6,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
534,Totton,GB,50.52,scattered clouds,50.9188,-1.4904,"Holiday Inn Express Southampton - West, an IHG Hotel"
535,Qurbus,TN,59.04,overcast clouds,36.8167,10.5687,اقامةالمياه المعدنية
536,Maidens,GB,44.64,overcast clouds,55.3338,-4.8147,Whitestone Cottage
539,Necochea,AR,65.03,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
540,Herre,NO,42.06,overcast clouds,59.1,9.5667,Admini Porsgrunn
541,Beyneu,KZ,35.13,overcast clouds,45.3167,55.2,NUR
542,Safaga,EG,59.76,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
543,Mwene-Ditu,CD,66.96,broken clouds,-7.0,23.45,Hôtel Kamas
544,Mosetse,BW,75.2,overcast clouds,-20.75,26.65,
546,Samarai,PG,79.97,overcast clouds,-10.6167,150.6667,Nuli Sapi
547,Aswan,EG,56.35,clear sky,24.0934,32.907,Nuba Nile
548,Mount Isa,AU,74.97,few clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
549,Port Lincoln,AU,66.11,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
550,Panormos,GR,59.02,few clouds,35.4182,24.6909,Kirki Village
551,Martapura,ID,73.49,moderate rain,-3.4167,114.85,Montana Hotel Syariah
552,Rexburg,US,31.26,broken clouds,43.826,-111.7897,AmericInn by Wyndham Rexburg BYUI
553,Acajutla,SV,89.8,clear sky,13.5928,-89.8275,Laureles
554,Stromness,GB,37.36,scattered clouds,58.965,-3.296,The Old Smokery
555,Camana,PE,75.04,scattered clouds,-16.6228,-72.7111,Hostal Morales
557,Kloulklubed,PW,81.1,broken clouds,7.0419,134.2556,Storyboard Beach Resort
558,Ewa Beach,US,70.02,scattered clouds,21.3156,-158.0072,Uncle Junior Robert
559,Jijiga,ET,65.43,broken clouds,9.35,42.8,RAMAAS HOTEL
560,Sistranda,NO,35.56,broken clouds,63.7256,8.834,Hotell Frøya
561,Sulangan,PH,80.08,scattered clouds,11.1373,123.7228,Maia's Beach Resort
562,Poum,NC,80.76,overcast clouds,-20.2333,164.0167,
563,Ngunguru,NZ,72.16,overcast clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
564,Dakar,SN,88.68,clear sky,14.6937,-17.4441,Redface Studios Meublés
565,Smithers,CA,32.58,overcast clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
566,Jodhpur,IN,63.3,clear sky,26.2867,73.03,"Umaid Bhawan Palace, Jodhpur"
567,Blackpool,GB,49.89,light intensity shower rain,53.8167,-3.05,Britannia Metropole Hotel
568,Ocean City,US,33.19,few clouds,39.2776,-74.5746,Biscayne Suites
569,Gamba,GA,77.45,few clouds,-2.65,10.0,
570,Cooma,AU,51.57,broken clouds,-36.2333,149.1333,High Country Motel
572,Buala,SB,80.82,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
573,Elur,IN,73.36,mist,10.0667,76.2833,Beith Hotel and Convention Center
574,Septemes-Les-Vallons,FR,52.47,few clouds,43.4,5.3667,Hôtel Restaurant Campanile Marseille Saint Antoine
575,Saint-Francois,FR,38.64,clear sky,46.4154,3.9054,Manoir Du Bonheur
576,Altamira,BR,82.74,overcast clouds,-3.2033,-52.2064,Requinte Hotel
577,Sayyan,YE,58.35,broken clouds,15.1718,44.3244,ملاطف ابوحورية
578,Male,MV,81.57,clear sky,4.1748,73.5089,Hotel Octave Maldives
580,Pucallpa,PE,89.64,scattered clouds,-8.3791,-74.5539,Hospedaje Komby
582,Doka,SD,74.5,few clouds,13.5167,35.7667,
583,Russell,US,45.05,clear sky,32.3502,-85.1999,Macs
584,Farah,AF,52.7,overcast clouds,32.5,62.5,
588,Kanniyakumari,IN,78.48,broken clouds,8.0833,77.5667,Sparsa
589,Bassila,BJ,84.63,clear sky,9.0081,1.6654,COMPLEXE MAKOYA ET FILS
590,Odweyne,SO,67.68,overcast clouds,9.4092,45.064,Eng Hiirey House
592,Frontera,MX,44.35,clear sky,26.9333,-101.45,Casagrande Hotel
594,Praya,CV,79.34,clear sky,14.9215,-23.5087,LT Aparthotel
595,Novobessergenevka,RU,30.88,broken clouds,47.1847,38.8462,Life inn
596,Half Moon Bay,US,59.23,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
597,Gao,ML,71.35,clear sky,16.6362,1.637,
598,Tres Lagoas,BR,88.52,light rain,-20.7511,-51.6783,Druds Express Hotel
599,Slanic-Moldova,RO,36.3,broken clouds,46.2,26.4333,CABANA PARAUL STROIULUI
601,Ghanzi,BW,75.79,scattered clouds,-21.5667,21.7833,Ghanzi Farmhouse
602,Gargunnock,GB,43.77,light rain,56.1244,-4.0828,Gargunnock House
603,Faya,SA,54.12,clear sky,18.3851,42.4509,املاك خالد الشعشوع
605,Caiaponia,BR,86.0,few clouds,-16.9567,-51.8103,HOTEL PALACE AVENIDA & CAIAPÓ TURISMO
607,Quilmana,PE,77.23,broken clouds,-12.95,-76.3833,Hospedaje SAN ANTONIO
608,Lake City,US,55.99,scattered clouds,30.1897,-82.6393,Ramada Limited Lake City
609,Alta Floresta,BR,84.13,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
611,Hervey Bay,AU,68.04,broken clouds,-25.2986,152.8535,Shelly Bay Resort
613,Panzhihua,CN,49.42,broken clouds,26.5851,101.7128,Electric Power Hotel
614,Aguimes,ES,68.67,clear sky,27.9054,-15.4461,Hotel Villa de Aguimes
615,Ayr,GB,44.58,moderate rain,55.4627,-4.6339,Mercure Ayr Hotel
616,Dali,CN,41.49,light rain,25.7,100.1833,Dali Travelling With Hostel
617,Guangyuan,CN,39.65,overcast clouds,32.442,105.823,Guangyuan Poetry Hotel
620,Naliya,IN,67.33,clear sky,23.2667,68.8333,jadeja jayendrasinh
622,Sao Gabriel Da Cachoeira,BR,75.24,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
624,Saint-Pierre,RE,82.08,overcast clouds,-21.3393,55.4781,Lindsey Hôtel
625,Phalaborwa,ZA,74.19,broken clouds,-23.943,31.1411,Bothabelo Bed and Breakfast
626,Yaring,TH,77.68,broken clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
628,Fukue,JP,41.58,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
629,Gladenbach,DE,41.61,overcast clouds,50.7667,8.5667,"zu Jeddelohs LODGE, HOTEL & KULINARIK"
630,Rafaela,AR,84.67,clear sky,-31.2503,-61.4867,Parra Hotel & Suites
631,Santa,PH,73.74,scattered clouds,17.486,120.4348,Monte Leah Beach Resort
632,Kirakira,SB,81.0,overcast clouds,-10.4544,161.9205,SanBiz Lodge
635,Urucara,BR,84.2,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
636,Fare,PF,80.83,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
637,Hai Duong,VN,57.2,light rain,20.9333,106.3167,Chau A Hotel
638,Grande Prairie,CA,33.98,scattered clouds,55.1667,-118.8027,"Holiday Inn Express Grande Prairie, an IHG Hotel"
639,Jishou,CN,41.14,overcast clouds,28.3167,109.7167,7 Days Inn
640,Pangai,TO,78.53,moderate rain,-19.8,-174.35,Ha'apai Beach Resort
641,Nokha,IN,61.66,clear sky,27.6,73.4167,gu khana
642,Oytal,KZ,35.46,clear sky,42.9057,73.2697,Sanatorium Ak-Niet
643,Manggar,ID,78.42,moderate rain,-2.8833,108.2667,Guest Hotel
644,Tlaltenango,MX,63.1,clear sky,19.1667,-98.3333,CASA VALENCIA
645,Fazilka,IN,51.15,scattered clouds,30.4,74.0333,Hotel Gulmarg
646,Kismayo,SO,78.44,overcast clouds,-0.3582,42.5454,Agan-Hotel
647,Palmerston,AU,78.78,overcast clouds,-12.486,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
648,Luancheng,CN,31.42,overcast clouds,37.8792,114.6517,Shell Hebei Shijiazhuang Luancheng Xinyuan Road Hotel
649,Ler,SS,80.78,overcast clouds,8.3018,30.1418,
650,Chor,PK,67.15,clear sky,25.5167,69.7667,Asad U Bajeer Hotel
651,Waipawa,NZ,56.03,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
652,Coquimbo,CL,72.37,clear sky,-29.9533,-71.3436,Hostel Del Puerto
653,Aden,YE,78.57,clear sky,12.7794,45.0367,Sama Emirate Hotel
655,Charters Towers,AU,70.61,scattered clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
656,Nara,JP,36.68,few clouds,34.6851,135.8049,Guesthouse Nara Komachi
657,Mayo,US,34.34,clear sky,38.8876,-76.5119,Resorts Resource Group International
658,Port-Gentil,GA,79.86,few clouds,-0.7193,8.7815,Fengshui Residence
659,Orthez,FR,48.09,clear sky,43.4884,-0.7724,Hotel Kyriad Orthez
660,Lasem,ID,76.75,overcast clouds,-6.6922,111.4527,"Nyah Lasem | Museum, Warung & Community Center"
661,Colares,PT,58.19,few clouds,38.7992,-9.4469,Arribas Sintra Hotel
662,Alcudia,ES,57.2,overcast clouds,39.8532,3.1214,Zafiro Tropic
663,Benjamin Hill,MX,58.17,clear sky,30.1667,-111.1,Hotel Benjamín Hill
665,Sibu,MY,73.69,overcast clouds,2.3,111.8167,RH HOTEL (4 Star)
668,Colac,AU,61.16,overcast clouds,-38.3333,143.5833,Otway Gate Motel
669,Fuzhou,CN,47.34,overcast clouds,26.0614,119.3061,Shangri La Hotel Fuzhou
670,Cayenne,GF,84.24,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
671,Majene,ID,77.74,light rain,-3.5403,118.9707,Kost Putri RABBANI
674,Corn Island,NI,79.36,scattered clouds,12.1694,-83.0418,Big Fish Guest House
676,Yabelo,ET,71.94,overcast clouds,4.8833,38.0833,Asnakech W/michael
679,Coihaique,CL,70.41,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
681,Puerto Baquerizo Moreno,EC,83.39,scattered clouds,-0.9,-89.6,Hotel los Algarrobos
682,Areosa,PT,57.24,clear sky,41.7178,-8.8571,Hotel Flôr de Sal
683,Portland,US,48.09,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
684,Inirida,CO,85.84,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
685,Tecoanapa,MX,82.35,clear sky,16.5167,-98.75,Hotel Manglares
687,Alyangula,AU,78.94,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
688,Moses Lake,US,39.24,fog,47.1301,-119.2781,Ramada by Wyndham Moses Lake
691,Buraydah,SA,56.75,clear sky,26.326,43.975,فندق راحة السلام
692,Boa Vista,BR,89.58,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
